"NUMPOL","EXPO","ZONA","POTENCIA","ANTIGUEDAD_VEHICULO","EDAD_CONDUCTOR","BONO","MARCA","COMBUSTIBLE","DENSIDAD","REGION"
2157569,0.12,"C",7,4,40,50,2,"D",52,13
2157581,0.63,"B",4,16,29,76,1,"E",52,5
2157605,0.05,"C",7,6,52,50,1,"E",52,13
2157631,0.58,"E",4,6,35,71,2,"D",52,6
2157708,0.41,"E",7,7,57,68,1,"D",72,7
2157710,0.23,"D",4,9,31,54,4,"E",72,11
2157722,0.96,"E",10,6,30,50,1,"D",72,13
2157728,0.91,"C",5,10,34,50,5,"D",72,13
2157744,0.78,"B",5,2,33,50,2,"D",72,13
2157783,0.86,"A",4,16,28,85,1,"E",72,3
2157828,0.06,"D",4,0,44,50,6,"E",72,13
2157847,0.78,"E",6,9,32,75,2,"D",72,5
2157875,0.75,"C",6,6,40,50,2,"E",72,13
2157887,0.74,"C",4,6,44,100,6,"E",72,0
2157977,0.67,"C",5,4,29,95,4,"D",72,1
2157980,0.67,"E",7,6,28,72,2,"E",72,6
2158036,0.61,"D",4,1,28,76,3,"D",72,5
2158052,0.5,"E",4,13,23,100,3,"E",72,0
2158059,0.59,"C",4,2,32,100,3,"E",72,0
2158093,0.51,"A",5,0,49,58,5,"D",72,13
2158128,0.54,"E",5,18,63,50,1,"E",72,13
2158161,0.5,"A",6,11,31,50,1,"D",72,13
2158175,0.49,"C",7,4,42,62,1,"D",72,13
2158252,0.17,"A",4,11,41,50,6,"D",24,13
2158267,0.23,"B",5,13,36,72,5,"D",24,6
2158316,0.00273972602739726,"C",6,12,38,71,1,"E",24,6
2158336,0.03,"B",7,1,39,57,4,"D",91,10
2158346,0.05,"C",6,3,29,68,6,"D",24,7
2158376,0.58,"B",4,1,36,51,1,"D",24,12
2158392,0.46,"A",5,5,35,58,5,"D",24,13
2158395,0.03,"C",7,0,56,50,11,"D",24,13
2158414,0.03,"A",6,1,34,50,1,"E",24,13
2158418,0.73,"C",4,6,56,100,6,"E",24,0
2158438,0.72,"A",5,8,79,50,2,"E",24,13
2158503,0.13,"C",6,7,20,95,2,"D",24,1
2158515,0.00547945205479452,"B",6,4,41,50,3,"D",24,13
2158518,0.16,"C",5,1,56,50,2,"D",24,13
2158556,0.45,"A",5,17,31,68,2,"E",24,7
2158566,0.63,"B",4,11,38,72,13,"E",24,6
2158596,0.04,"E",7,17,25,68,2,"E",11,7
2158603,0.59,"C",11,8,40,50,2,"E",24,13
2158684,0.07,"A",6,2,31,50,2,"D",72,13
2158695,0.06,"C",10,4,34,140,13,"E",42,-1
2158699,0.05,"B",10,13,34,50,13,"D",72,13
2158911,0.62,"B",5,8,36,57,5,"D",82,10
2158925,0.29,"C",6,10,32,51,1,"D",91,12
2158936,0.42,"E",5,17,25,76,1,"E",82,5
2159008,0.24,"E",6,10,33,76,1,"D",82,5
2159016,0.24,"E",6,12,29,95,1,"D",82,1
2159028,0.53,"E",6,10,41,80,1,"D",82,4
2159032,0.21,"E",7,0,52,100,12,"D",82,0
2159148,0.41,"B",6,9,55,50,6,"D",52,13
2159176,0.2,"D",6,10,45,100,1,"E",82,0
2159199,0.22,"E",4,6,25,72,6,"E",26,6
2159341,0.45,"B",7,11,33,54,3,"E",41,11
2159343,0.45,"D",5,5,49,50,4,"D",41,13
2159346,0.04,"D",5,8,49,50,1,"E",41,13
2159352,0.42,"D",4,0,59,50,3,"E",41,13
2159451,0.05,"B",6,2,24,80,4,"D",41,4
2159455,0.01,"D",5,12,65,50,2,"D",41,13
2159502,0.25,"E",7,8,46,50,6,"E",93,13
2159533,0.18,"E",6,0,59,50,10,"D",93,13
2159563,0.23,"D",6,10,60,50,1,"D",93,13
2159572,0.47,"D",5,9,40,95,2,"E",93,1
2159583,0.46,"E",7,14,54,118,1,"E",93,-1
2159664,0.16,"C",4,1,50,50,2,"D",11,13
2159685,0.32,"E",5,7,42,50,1,"E",93,13
2159733,0.27,"E",5,10,41,76,2,"D",93,5
2159742,0.24,"E",5,3,40,63,1,"D",93,13
2159780,0.00547945205479452,"D",7,18,37,51,1,"E",93,12
2159817,0.00273972602739726,"D",11,0,48,50,10,"D",93,13
2159866,0.1,"D",12,0,32,80,12,"E",93,4
2160196,0.72,"C",7,1,48,58,12,"D",93,13
2160254,0.08,"E",5,1,38,50,2,"D",11,13
2160271,0.49,"F",5,13,34,100,1,"E",11,0
2160324,0.29,"E",6,2,45,62,1,"E",11,13
2160350,0.36,"E",6,11,40,50,2,"E",11,13
2160357,0.35,"E",15,9,28,64,3,"E",11,8
2160367,0.32,"C",5,20,19,100,2,"E",53,0
2160409,0.19,"D",6,7,30,60,2,"D",23,9
2160437,0.09,"E",7,9,37,90,13,"E",11,2
2160439,0.08,"F",4,1,51,95,2,"E",11,1
2160442,0.09,"E",9,17,37,72,1,"E",11,6
2160457,0.04,"F",7,31,24,80,3,"E",11,4
2160526,0.26,"E",8,5,27,76,6,"E",93,5
2160538,0.24,"E",7,6,22,64,2,"E",93,8
2160540,0.23,"F",7,3,35,50,12,"E",11,13
2160552,0.21,"E",7,6,48,54,2,"E",93,11
2160561,0.2,"E",8,0,19,100,2,"E",93,0
2160730,0.46,"C",5,0,73,50,2,"D",24,13
2160800,0.00273972602739726,"D",7,7,25,90,1,"E",24,2
2160805,0.34,"C",4,1,45,50,3,"D",24,13
2160814,0.31,"C",4,2,41,65,2,"D",24,7
2160864,0.26,"D",5,9,31,90,1,"E",24,2
2160867,0.2,"C",5,1,26,85,2,"D",24,3
2160872,0.25,"D",6,15,42,50,1,"D",24,13
2160875,0.24,"B",6,0,62,50,2,"D",24,13
2160878,0.25,"A",7,0,52,50,1,"D",24,13
2160893,0.23,"D",5,6,71,55,5,"D",24,13
2160915,0.22,"D",7,6,47,50,2,"E",24,13
2160934,0.21,"D",9,12,24,64,3,"E",24,8
2160963,0.16,"A",4,13,27,80,1,"E",83,4
2160980,0.01,"C",5,1,19,95,2,"D",24,1
2161016,0.1,"D",6,3,28,72,1,"E",24,6
2161018,0.1,"D",4,11,31,51,6,"E",24,12
2161029,0.08,"A",8,0,28,59,4,"D",24,13
2161033,0.09,"C",5,3,42,50,1,"D",24,13
2161080,0.05,"B",6,8,25,50,1,"D",24,13
2161096,0.02,"C",5,6,30,50,1,"D",24,13
2161098,0.03,"D",5,13,28,80,5,"D",24,4
2161106,0.02,"D",6,8,28,60,2,"D",82,9
2161131,0.13,"A",10,5,60,50,4,"E",24,13
2161148,0.04,"A",13,12,54,68,10,"D",24,7
2161169,0.01,"C",9,8,27,76,1,"E",24,5
2161181,0.00273972602739726,"C",4,6,20,85,2,"E",24,3
2161327,0.09,"A",5,4,47,50,1,"D",24,13
2161334,0.05,"E",6,4,54,55,2,"D",11,13
2161491,0.13,"A",4,11,52,50,1,"E",73,13
2161498,0.05,"A",4,15,22,76,4,"E",24,5
2161517,0.49,"E",4,2,26,80,3,"D",11,4
2161655,0.38,"B",9,0,55,50,1,"D",24,13
2161664,0.02,"A",5,3,31,72,1,"D",26,6
2161679,0.08,"A",6,8,42,50,2,"D",24,13
2161685,0.26,"A",4,13,40,95,2,"E",24,1
2161691,0.35,"B",6,7,19,100,4,"E",26,0
2161699,0.15,"C",9,12,26,90,3,"E",26,2
2161745,0.03,"A",8,11,24,85,1,"E",91,3
2161773,0.09,"A",4,8,36,72,2,"D",24,6
2161837,0.02,"C",7,17,30,85,1,"E",24,3
2161969,0.31,"C",6,8,24,80,1,"D",24,4
2161973,0.3,"C",10,14,42,50,5,"D",24,13
2161975,0.26,"B",5,9,34,80,4,"D",24,4
2161976,0.04,"B",9,15,34,76,1,"E",24,5
2162027,0.16,"E",5,3,31,76,5,"E",24,5
2162031,0.23,"B",7,17,22,90,1,"E",24,2
2162059,0.00273972602739726,"A",6,6,21,95,1,"D",24,1
2162076,0.11,"A",4,11,33,76,1,"E",24,5
2162091,0.11,"C",4,18,26,64,14,"E",24,8
2162094,0.15,"A",4,8,31,68,4,"D",24,7
2162135,0.1,"C",6,4,47,64,1,"D",24,8
2162143,0.04,"C",6,5,36,50,2,"D",53,13
2162153,0.04,"D",8,11,35,50,3,"E",24,13
2162399,0.24,"C",9,11,57,50,5,"E",25,13
2162400,0.29,"A",4,7,49,50,1,"E",25,13
2162410,0.28,"D",6,1,27,64,2,"D",11,8
2162416,0.09,"C",6,3,51,50,12,"D",25,13
2162484,0.09,"C",11,0,51,50,10,"D",25,13
2162499,0.11,"E",10,11,27,100,11,"E",82,0
2162521,0.31,"E",8,13,31,95,4,"E",82,1
2162551,0.26,"B",5,6,58,50,4,"E",82,13
2162566,0.19,"D",5,3,43,72,2,"D",93,6
2162573,0.23,"C",6,4,50,50,1,"D",82,13
2162610,0.22,"D",7,13,23,90,2,"D",82,2
2162658,0.16,"D",7,8,31,54,4,"E",82,11
2162677,0.14,"D",4,14,20,100,5,"E",82,0
2162689,0.13,"C",9,8,24,80,12,"E",41,4
2162756,0.04,"C",7,0,48,50,1,"D",82,13
2162842,0.07,"D",5,1,24,64,2,"D",24,8
2162847,0.1,"C",6,11,29,75,1,"D",24,5
2162856,0.41,"B",5,1,35,57,2,"D",24,10
2162857,0.39,"C",7,12,36,72,1,"D",24,6
2162880,0.39,"A",7,10,53,50,11,"D",24,13
2162891,0.4,"A",8,21,39,50,2,"D",24,13
2162896,0.39,"B",6,5,43,50,2,"E",24,13
2162927,0.08,"E",6,7,56,72,3,"D",24,6
2162982,0.26,"A",4,13,18,100,2,"E",24,0
2162991,0.26,"C",7,0,61,50,1,"D",24,13
2163034,0.2,"A",7,10,61,58,1,"D",24,13
2163076,0.14,"D",6,12,45,50,1,"E",24,13
2163108,0.09,"C",6,10,31,50,1,"D",24,13
2163929,0.49,"D",6,3,28,72,2,"D",24,6
2163981,0.15,"E",6,5,33,64,12,"D",24,8
2164004,0.43,"E",6,19,20,100,3,"E",11,0
2164066,0.08,"E",7,13,34,72,1,"E",24,6
2164108,0.34,"E",5,0,47,90,3,"E",24,2
2164158,0.21,"E",5,4,37,85,1,"D",24,3
2164159,0.08,"E",5,4,37,85,1,"D",24,3
2164185,0.52,"E",7,9,20,100,2,"D",52,0
2164188,0.51,"D",6,11,49,68,1,"D",52,7
2164200,0.51,"D",9,69,22,90,3,"E",52,2
2164217,0.48,"C",7,15,62,50,11,"D",52,13
2164313,0.04,"A",7,11,37,76,2,"D",52,5
2164355,0.00273972602739726,"D",8,12,41,50,10,"D",52,13
2164379,0.3,"D",7,12,33,100,1,"E",52,0
2164395,0.27,"C",5,1,44,50,5,"E",21,13
2164403,0.1,"D",5,1,27,64,2,"E",52,8
2164472,0.43,"E",7,10,55,66,1,"E",82,7
2164491,0.23,"C",9,17,29,85,1,"E",82,3
2164511,0.3,"C",10,12,46,85,2,"D",82,3
2164513,0.17,"E",7,5,28,76,4,"D",82,5
2164529,0.28,"D",5,5,32,51,3,"D",82,12
2164538,0.2,"D",6,1,60,50,2,"D",82,13
2164568,0.13,"D",4,15,49,50,1,"E",82,13
2164772,0.35,"C",4,11,19,85,1,"E",24,3
2164783,0.03,"B",7,11,30,95,2,"D",24,1
2164799,0.16,"B",7,9,24,100,2,"E",24,0
2164831,0.28,"B",8,11,57,50,1,"D",24,13
2164847,0.16,"C",7,12,23,85,2,"D",24,3
2164854,0.25,"C",6,6,38,63,1,"D",24,13
2164856,0.24,"C",6,17,50,50,2,"D",24,13
2164871,0.08,"A",5,5,28,50,1,"D",24,13
2164873,0.11,"B",7,9,23,95,1,"E",24,1
2164909,0.11,"C",5,13,65,50,1,"D",24,13
2164916,0.09,"A",4,10,34,50,2,"E",24,13
2164923,0.08,"A",5,2,45,82,2,"D",24,3
2164958,0.01,"A",6,8,18,100,1,"D",24,0
2165506,0.54,"C",7,3,54,63,10,"D",91,13
2165560,0.45,"C",5,4,38,57,5,"D",91,10
2165580,0.01,"C",9,9,19,95,3,"E",91,1
2165584,0.36,"C",7,29,34,100,2,"D",91,0
2165592,0.24,"C",8,21,41,100,1,"D",91,0
2165693,0.13,"D",5,0,38,58,4,"E",91,13
2165729,0.04,"D",6,10,18,100,1,"E",91,0
2165860,0.18,"D",5,14,43,50,2,"D",24,13
2165895,0.01,"D",12,17,39,80,11,"E",24,4
2165930,0.11,"C",7,19,27,100,1,"E",24,0
2166162,0.6,"A",5,5,31,50,5,"D",24,13
2166234,0.3,"A",4,6,21,147,2,"D",24,-1
2166294,0.03,"A",10,11,55,50,10,"D",24,13
2166327,0.06,"C",8,11,37,57,6,"E",24,10
2166348,0.46,"A",10,14,62,61,5,"D",24,13
2166356,0.09,"C",7,0,35,60,3,"E",24,9
2166409,0.52,"A",7,17,49,50,5,"E",24,13
2166431,0.4,"A",4,0,86,50,1,"E",24,13
2166449,0.06,"C",4,1,41,52,1,"E",24,13
2166460,0.23,"A",6,8,39,80,3,"D",24,4
2166481,0.49,"A",6,18,19,125,10,"D",24,-1
2166489,0.04,"F",6,6,27,100,2,"E",11,0
2166506,0.47,"A",7,9,45,50,11,"E",24,13
2166552,0.42,"C",5,0,69,50,1,"D",24,13
2166595,0.21,"C",10,8,36,56,3,"D",24,13
2166610,0.31,"A",4,11,31,51,1,"E",24,12
2166620,0.3,"A",5,4,35,50,1,"D",24,13
2166639,0.25,"C",4,17,52,50,1,"E",24,13
2166650,0.00273972602739726,"D",6,0,28,60,3,"D",24,9
2166686,0.23,"C",7,7,55,50,5,"D",24,13
2166711,0.2,"C",6,9,37,50,1,"E",24,13
2166724,0.07,"C",6,3,41,50,1,"D",24,13
2166730,0.13,"A",4,0,53,50,1,"E",24,13
2166732,0.16,"A",7,17,53,50,2,"E",91,13
2166773,0.03,"C",6,0,60,50,5,"E",24,13
2166776,0.12,"C",5,0,44,50,2,"E",24,13
2166819,0.04,"C",7,8,69,54,2,"D",24,11
2166968,0.03,"E",4,0,53,50,3,"D",93,13
2167298,0.09,"C",6,6,26,95,3,"E",53,1
2167452,0.26,"B",6,7,46,51,2,"D",82,12
2167497,0.16,"D",5,5,35,50,1,"D",82,13
2167524,0.15,"E",6,0,25,80,1,"E",82,4
2167555,0.09,"C",9,3,36,54,13,"E",82,11
2167626,0.01,"E",5,0,38,57,2,"D",82,10
2167644,0.01,"E",6,8,40,72,2,"D",82,6
2168122,0.47,"C",7,12,40,90,4,"E",52,2
2168172,0.01,"C",5,1,49,66,2,"D",74,7
2168247,0.14,"C",5,13,29,90,2,"E",52,2
2168483,0.2,"B",6,10,34,57,1,"D",26,10
2168492,0.23,"C",6,12,49,50,1,"D",26,13
2168534,0.16,"F",13,5,42,50,13,"E",11,13
2168546,0.03,"C",6,11,45,100,2,"D",24,0
2168584,0.16,"A",7,9,25,80,2,"E",24,4
2168696,0.04,"A",7,14,20,95,1,"E",26,1
2168744,0.00273972602739726,"A",7,11,21,100,2,"E",26,0
2168808,0.21,"D",9,0,68,50,1,"E",52,13
2168820,0.21,"D",11,8,49,50,1,"D",42,13
2168822,0.2,"A",4,15,51,51,1,"E",52,12
2168866,0.13,"E",7,15,43,60,1,"E",52,9
2168972,0.02,"C",7,0,36,52,1,"D",72,13
2168982,0.02,"E",10,23,27,64,6,"D",52,8
2169079,0.23,"B",4,21,34,60,1,"E",24,9
2169104,0.18,"E",4,0,67,50,2,"E",24,13
2169108,0.23,"B",4,8,45,50,2,"D",24,13
2169124,0.17,"E",5,3,22,100,2,"D",24,0
2169156,0.17,"E",11,19,43,50,3,"E",24,13
2169189,0.18,"E",9,1,33,95,11,"E",24,1
2169213,0.14,"E",6,7,18,90,6,"D",24,2
2169570,0.14,"E",6,2,40,50,2,"E",72,13
2169574,0.49,"D",7,6,31,85,12,"E",72,3
2169585,0.02,"D",6,7,47,50,2,"D",93,13
2169618,0.4,"E",9,0,77,50,1,"D",72,13
2169643,0.33,"A",4,11,31,63,2,"D",72,13
2169671,0.08,"E",9,4,33,50,5,"E",54,13
2169737,0.13,"D",7,0,57,50,6,"E",72,13
2169747,0.16,"B",5,10,29,54,2,"D",72,11
2169765,0.02,"E",5,0,77,66,12,"E",72,7
2171864,0.17,"D",4,3,27,50,2,"D",93,13
2172665,0.04,"C",6,9,45,50,1,"D",24,13
2172702,0.01,"C",5,11,38,57,2,"D",24,10
2175620,1,"D",4,11,54,50,2,"E",24,13
2175622,1,"C",6,13,81,50,2,"E",24,13
2175627,1,"B",6,9,82,50,1,"D",24,13
2175638,0.75,"C",8,13,66,50,1,"D",24,13
2175679,1,"B",6,17,73,50,3,"E",24,13
2175686,0.24,"A",10,1,52,50,3,"D",24,13
2175761,0.61,"B",6,8,57,50,1,"D",24,13
2175786,1,"C",7,2,74,50,2,"E",24,13
2175848,1,"A",7,12,54,54,2,"D",24,11
2175852,1,"A",7,5,54,50,2,"D",24,13
2175888,1,"A",7,3,42,50,2,"E",24,13
2175904,0.38,"B",12,2,46,52,12,"D",26,13
2175940,1,"A",10,11,71,50,1,"E",24,13
2175992,1,"C",6,6,55,50,1,"E",24,13
2175999,1,"C",4,15,77,50,2,"E",24,13
2176001,1,"C",7,6,41,50,1,"E",24,13
2176019,0.46,"E",10,8,56,50,13,"E",24,13
2176035,0.91,"A",6,5,39,50,1,"D",24,13
2176075,0.91,"E",4,15,71,50,1,"E",11,13
2176087,0.67,"C",5,8,72,50,1,"E",24,13
2176106,1,"A",7,19,56,50,1,"E",24,13
2176108,1,"C",5,12,59,50,4,"E",24,13
2176121,1,"A",9,13,39,50,2,"E",24,13
2176140,1,"A",6,6,40,50,1,"D",24,13
2176223,0.08,"A",5,14,26,90,2,"D",24,2
2176271,1,"C",6,5,68,50,2,"E",53,13
2176294,0.21,"C",4,1,54,50,6,"E",54,13
2176308,0.25,"B",6,6,47,51,1,"D",25,12
2176322,0.24,"D",6,13,48,50,1,"D",52,13
2176332,1,"C",6,3,56,50,2,"D",25,13
2176350,1,"C",6,14,81,50,2,"E",53,13
2176356,1,"D",12,37,56,50,13,"E",24,13
2176365,1,"A",6,11,45,50,2,"E",52,13
2176416,1,"C",5,6,42,50,1,"D",53,13
2176464,1,"D",11,3,84,50,6,"E",52,13
2176507,0.02,"C",7,13,65,50,2,"E",24,13
2176568,0.75,"C",6,8,74,50,2,"E",82,13
2176592,1,"C",5,6,74,55,2,"E",82,13
2176630,1,"C",5,4,49,50,2,"E",54,13
2176666,1,"D",5,7,39,50,1,"E",82,13
2176716,1,"A",6,8,52,50,2,"D",24,13
2176836,1,"A",4,12,74,50,4,"E",24,13
2176842,1,"B",6,2,66,72,1,"E",24,6
2176852,0.33,"A",4,19,40,50,2,"E",24,13
2176886,1,"B",14,2,54,50,10,"E",24,13
2176899,1,"D",8,9,70,50,12,"E",24,13
2176910,1,"A",7,10,55,50,2,"D",24,13
2176933,0.44,"E",7,2,38,50,5,"E",11,13
2176985,1,"B",5,6,83,50,1,"E",24,13
2177002,0.76,"C",4,8,64,50,3,"E",24,13
2177084,1,"A",7,10,65,50,2,"D",24,13
2177091,0.94,"A",4,13,47,50,1,"D",24,13
2177098,1,"B",7,29,75,50,2,"E",24,13
2177135,0.15,"C",6,14,60,50,3,"E",24,13
2177142,1,"A",6,14,76,50,2,"E",24,13
2177149,1,"A",5,8,55,50,3,"D",24,13
2177153,1,"A",5,19,69,50,2,"E",24,13
2177165,1,"A",4,10,52,50,1,"E",24,13
2177171,1,"A",7,7,35,50,2,"D",24,13
2177189,0.25,"D",6,9,41,50,1,"E",24,13
2177202,0.24,"C",7,20,80,50,2,"E",24,13
2177228,1,"E",5,2,79,50,1,"E",24,13
2177334,1,"C",6,9,65,50,1,"D",24,13
2177371,1,"E",7,8,52,50,1,"E",52,13
2177378,0.08,"B",6,1,70,50,1,"D",53,13
2177425,0.97,"C",7,2,39,60,6,"D",11,9
2177456,1,"E",13,5,56,50,1,"E",53,13
2177487,1,"E",4,1,72,50,4,"E",52,13
2177560,1,"C",5,8,65,50,5,"E",53,13
2177578,0.87,"D",4,15,50,50,2,"E",53,13
2177579,1,"C",7,15,63,50,2,"E",53,13
2177718,1,"B",8,8,39,60,10,"D",54,9
2177726,1,"D",6,7,68,50,3,"E",82,13
2177762,1,"B",8,5,54,50,2,"D",54,13
2177828,1,"D",5,12,63,50,2,"D",11,13
2177862,1,"C",5,14,67,50,1,"E",82,13
2177895,0.64,"D",7,10,39,50,2,"D",82,13
2177934,0.75,"B",7,1,53,50,1,"D",82,13
2178002,1,"B",6,16,78,50,10,"D",53,13
2178015,0.62,"B",8,21,51,50,10,"D",52,13
2178026,1,"A",6,9,82,50,2,"D",54,13
2178089,1,"C",6,1,65,50,4,"E",24,13
2178092,0.49,"C",10,16,66,50,14,"E",24,13
2178108,1,"A",4,16,49,50,1,"E",26,13
2178114,1,"B",4,20,63,50,1,"E",24,13
2178123,0.42,"C",7,11,75,50,2,"E",24,13
2178132,1,"A",4,3,78,50,1,"E",24,13
2178201,0.91,"A",6,12,42,50,12,"E",24,13
2178231,1,"C",5,11,81,50,2,"E",24,13
2178284,0.33,"E",5,2,61,58,3,"D",82,13
2178295,0.25,"A",6,2,72,50,5,"D",83,13
2178343,0.74,"D",7,14,49,50,2,"D",82,13
2178354,1,"C",6,16,91,50,1,"E",54,13
2178366,1,"C",5,8,66,50,13,"D",82,13
2178393,1,"B",6,8,69,52,6,"D",54,13
2178414,1,"D",5,6,69,50,1,"E",82,13
2178429,0.38,"D",7,7,68,50,1,"E",82,13
2178463,1,"C",8,6,54,50,10,"D",53,13
2178472,0.55,"C",8,13,41,50,14,"D",53,13
2178498,1,"B",5,1,40,51,1,"D",53,12
2178500,1,"E",8,19,65,50,1,"E",24,13
2178520,0.45,"C",6,13,41,50,2,"E",53,13
2178521,1,"B",6,15,82,50,1,"E",53,13
2178532,1,"A",4,2,49,50,3,"E",25,13
2178554,1,"D",8,19,73,50,10,"D",53,13
2178575,1,"C",12,16,49,50,13,"E",52,13
2178611,0.84,"E",6,5,50,50,6,"E",52,13
2178631,1,"D",7,2,50,50,1,"E",52,13
2178635,1,"C",5,2,56,50,2,"E",53,13
2178641,1,"E",6,9,79,50,1,"E",52,13
2178645,1,"C",4,2,45,50,1,"E",52,13
2178666,1,"C",5,6,42,65,2,"D",53,7
2178725,1,"C",9,14,44,50,1,"E",53,13
2178751,0.59,"D",6,8,59,50,2,"D",24,13
2178767,1,"A",4,18,69,50,6,"E",24,13
2178773,1,"A",4,14,79,50,1,"E",24,13
2178845,0.74,"A",9,25,43,50,13,"D",24,13
2178856,1,"D",6,6,68,50,2,"E",24,13
2178875,0.95,"B",5,1,56,50,5,"E",24,13
2178936,1,"A",6,4,77,50,2,"E",24,13
2178983,1,"A",11,2,68,50,11,"D",24,13
2179038,1,"C",4,9,68,50,1,"E",26,13
2179050,0.83,"C",6,10,40,54,1,"D",24,11
2179066,1,"B",7,19,81,50,2,"E",24,13
2179087,1,"B",6,8,54,50,2,"D",24,13
2179094,1,"E",5,19,40,50,1,"E",11,13
2179110,1,"C",4,19,42,50,5,"E",24,13
2179137,1,"C",7,12,61,57,2,"D",52,10
2179197,0.00547945205479452,"D",7,8,43,90,4,"E",11,2
2179232,1,"F",9,17,46,50,13,"E",11,13
2179267,1,"C",6,14,39,50,1,"D",53,13
2179271,1,"C",6,5,46,50,2,"D",52,13
2179275,1,"A",7,4,32,50,2,"D",24,13
2179294,1,"D",6,9,70,50,2,"D",52,13
2179320,1,"D",4,3,57,50,2,"E",52,13
2179332,1,"C",5,5,50,50,3,"D",53,13
2179348,0.34,"C",4,5,47,50,1,"E",52,13
2179392,1,"E",4,2,42,50,3,"E",53,13
2179410,0.88,"D",4,1,69,50,12,"E",52,13
2179414,0.17,"E",8,0,45,50,3,"E",53,13
2179426,1,"C",10,2,38,51,2,"E",53,12
2179474,0.14,"B",7,3,40,50,2,"E",82,13
2179513,1,"A",5,4,36,50,3,"D",24,13
2179518,0.00547945205479452,"E",6,10,48,50,1,"D",82,13
2179582,0.6,"B",5,11,56,50,5,"D",24,13
2179594,0.43,"E",6,9,44,50,6,"D",24,13
2179608,1,"C",6,5,66,50,2,"D",24,13
2179621,0.24,"A",7,3,48,50,2,"D",24,13
2179622,0.75,"A",7,3,48,50,2,"D",24,13
2179637,1,"B",7,3,78,50,11,"E",24,13
2179649,1,"A",6,9,43,50,3,"E",24,13
2179677,1,"E",7,11,44,55,2,"E",82,13
2179715,0.42,"A",6,13,63,50,1,"D",24,13
2179733,1,"D",8,6,55,50,13,"D",24,13
2179738,0.96,"B",9,2,53,50,12,"E",24,13
2179768,0.75,"B",6,11,61,50,2,"E",24,13
2179772,1,"A",7,12,61,50,2,"E",24,13
2179814,1,"C",7,6,60,50,12,"E",24,13
2179875,0.66,"A",6,10,53,50,2,"D",82,13
2179879,1,"C",5,5,76,50,1,"E",24,13
2179958,0.45,"A",4,16,48,50,1,"E",24,13
2179959,1,"A",7,8,80,50,1,"E",24,13
2179961,0.84,"A",4,16,65,50,2,"E",24,13
2179970,0.92,"A",5,3,74,50,1,"E",26,13
2179983,1,"C",4,5,78,50,2,"E",24,13
2179989,1,"B",7,7,51,50,2,"E",24,13
2180006,1,"C",5,9,54,50,1,"E",24,13
2180032,0.47,"E",5,8,49,50,5,"D",11,13
2180075,1,"A",10,14,48,50,12,"D",24,13
2180095,1,"C",6,4,56,50,2,"D",24,13
2180114,1,"C",5,4,53,51,3,"E",24,12
2180125,1,"C",7,11,40,50,5,"E",24,13
2180160,1,"B",4,17,72,50,1,"E",24,13
2180167,0.72,"C",6,0,52,50,1,"D",24,13
2180207,1,"A",6,19,39,50,4,"E",24,13
2180220,0.86,"C",13,1,47,51,10,"E",24,12
2180239,1,"C",4,12,81,50,1,"E",24,13
2180245,0.52,"A",7,15,50,50,1,"E",24,13
2180256,1,"D",4,6,53,50,1,"E",24,13
2180261,1,"B",8,2,56,50,6,"D",24,13
2180306,1,"A",7,4,48,50,3,"E",24,13
2180327,1,"E",5,3,43,50,6,"E",24,13
2180338,0.24,"A",6,1,73,50,1,"D",24,13
2180382,1,"A",4,2,73,50,2,"E",24,13
2180413,1,"A",4,15,52,50,2,"E",24,13
2180430,1,"A",9,11,68,50,2,"E",24,13
2180474,1,"B",6,13,59,50,1,"D",24,13
2180489,0.55,"A",4,11,88,55,2,"E",24,13
2180512,1,"D",7,6,43,50,4,"E",52,13
2180533,1,"C",5,1,51,50,2,"D",53,13
2180558,1,"B",7,4,41,50,1,"D",53,13
2180601,0.36,"D",7,14,78,50,1,"E",53,13
2180619,1,"C",6,10,73,50,4,"E",53,13
2180629,0.58,"C",4,6,41,54,5,"E",53,11
2180639,1,"C",9,10,55,50,2,"E",25,13
2180648,0.45,"C",6,14,53,51,1,"D",52,12
2180652,0.31,"C",6,9,64,50,12,"E",53,13
2180653,0.68,"C",6,9,64,50,12,"E",53,13
2180671,1,"A",6,15,54,50,2,"D",52,13
2180830,0.33,"D",6,13,49,50,2,"D",82,13
2180956,0.05,"D",5,13,51,50,2,"D",53,13
2180971,1,"C",7,5,66,50,1,"E",53,13
2181011,1,"C",7,13,35,50,3,"E",52,13
2181039,0.88,"C",7,4,47,50,5,"E",53,13
2181041,1,"D",5,15,55,50,2,"E",24,13
2181065,0.1,"A",7,10,50,50,2,"D",53,13
2181074,0.07,"C",10,14,45,50,2,"D",52,13
2181107,1,"C",4,5,53,50,1,"E",53,13
2181124,1,"C",4,17,49,50,2,"E",24,13
2181148,1,"B",4,1,60,50,2,"E",52,13
2181151,1,"C",6,15,49,50,2,"E",82,13
2181171,1,"C",6,3,74,50,5,"E",54,13
2181175,1,"C",7,9,57,50,2,"E",82,13
2181245,0.56,"E",8,10,53,68,10,"E",11,7
2181263,1,"F",6,3,60,50,2,"E",11,13
2181276,0.72,"A",7,6,75,68,2,"E",24,7
2181295,1,"A",7,8,36,50,14,"D",24,13
2181317,1,"A",6,8,50,50,3,"E",24,13
