"ID","NUMPOL","COD_COBERTURA","MONTO"
51322,2199175,"1RC",0
51324,2199175,"2DO",1900.03
51328,2083279,"4BG",353.49
51338,2083147,"1RC",1172
51358,2186052,"1RC",1172
51359,2186052,"2DO",0
51375,2121315,"1RC",1655.82
51376,2103551,"1RC",1172
51385,2141321,"1RC",691.52
51399,2103511,"1RC",1172
51400,2058407,"2DO",2086.06
51436,2112621,"1RC",1172
51437,2112621,"2DO",118.46
51456,26320,"2DO",72.93
51468,26320,"3VI",590.95
51497,2134797,"1RC",-468.15
51527,2112749,"4BG",386.75
51530,2135018,"4BG",175.62
51546,2134753,"1RC",1172
51548,2112708,"3VI",484.24
51566,2134853,"1RC",1172
51568,2134853,"2DO",2991.43
51577,2155532,"1RC",-859.25
51583,2090666,"4BG",719.1
51589,2078047,"1RC",-459.81
51609,2183128,"1RC",1172
51610,2183128,"2DO",0
51652,2046802,"1RC",1172
51653,2046802,"2DO",0
51732,2187601,"1RC",4172
51738,2108897,"4BG",255.98
51763,2082920,"1RC",1172
51764,2082920,"2DO",1008.98
51798,2211764,"4BG",289.7
51837,2152651,"1RC",197.28
51840,2188519,"4BG",301.63
51847,2131890,"4BG",291.24
51855,2162400,"1RC",0
51857,92513,"1RC",564.06
51858,2152651,"4BG",177.01
51914,2094816,"1RC",1172
51931,2105898,"1RC",0
51939,2084649,"1RC",226.7
51950,2138249,"4BG",77.11
51951,2092318,"2DO",895.73
51996,2207384,"1RC",-982.82
52003,2138368,"3VI",20.59
52017,2084663,"4BG",77.11
52055,2084610,"3VI",391.32
52081,2058046,"1RC",300.61
52092,2105951,"4BG",737.39
52093,2058072,"2DO",1763.36
52132,2095022,"4BG",65.02
52144,2138257,"4BG",263.17
52147,2116944,"4BG",192.97
52159,2095022,"1RC",2750
52160,2095022,"2DO",70.01
52161,2095022,"4BG",229.8
52236,2105951,"3VI",1903.73
52238,2212399,"4BG",232.98
52241,2094995,"1RC",915.61
52263,2126915,"4BG",252.03
52276,2209165,"3VI",865.05
52302,2084552,"1RC",1172
52335,2160805,"4BG",391.64
52339,2161033,"4BG",244.95
52343,2160915,"4BG",318.15
52363,2110613,"3VI",542.3
52364,2110613,"4BG",435.45
52365,2110602,"3VI",1484.69
52374,2081869,"3VI",3332.73
52389,73602,"4BG",132.67
52401,2110648,"1RC",1172
52402,2110648,"2DO",2895.82
52436,2139200,"2DO",979.43
52437,2081841,"2DO",0
52445,2139351,"1RC",2672
52446,2139351,"2DO",4079.84
52456,2110540,"1RC",195.7
52457,2110540,"2DO",182.85
52462,2205720,"1RC",1172
52463,2205720,"2DO",963.79
52470,2082176,"3VI",533.92
52501,2139371,"1RC",-703.54
52505,2139504,"1RC",2257.57
52506,2139504,"2DO",17780
52514,2085028,"4BG",1521.69
52546,2204380,"4BG",213.09
52548,2085036,"1RC",1172
52560,2084939,"1RC",1172
52566,73358,"2DO",59.12
52578,73358,"3VI",1087.99
52598,2111885,"2DO",299.53
52599,2111885,"3VI",0
52636,2064304,"1RC",-957.19
52646,2047433,"3VI",757.68
52647,2177334,"4BG",268.57
52664,2111932,"1RC",-1933.67
52677,73692,"1RC",1128.12
52680,2047433,"1RC",-336.43
52693,2120916,"4BG",178.86
52707,2047779,"2DO",75.56
52708,2111876,"4BG",191.12
52710,2121153,"4BG",254.99
52719,2183409,"1RC",0
52737,2110410,"4BG",203.98
52742,2110424,"3VI",746.97
52753,2192770,"4BG",339.11
52770,2107257,"1RC",-9.51
52776,2125519,"1RC",1582.05
52799,63239,"3VI",614.92
52813,2193084,"1RC",399.76
52834,2066384,"2DO",182.69
52835,2125540,"4BG",286.67
52841,2074999,"4BG",0
52858,2116328,"1RC",2860.12
52862,2101855,"3VI",1114.28
52897,2130184,"1RC",76
52919,2075018,"1RC",1172
52920,2075018,"2DO",888.13
52954,2101778,"1RC",1172
52980,2091050,"4BG",170.71
52990,2101852,"1RC",0
52995,2143308,"3VI",185.44
53001,2130108,"4BG",194.53
53012,2143325,"4BG",112.59
53024,2169570,"1RC",1172
53025,2169570,"2DO",0
53026,2158059,"1RC",693.92
53074,2143325,"2DO",0
53078,73644,"1RC",1128.12
53089,73644,"1RC",1597.67
53093,2091168,"4BG",263.14
53152,2143348,"4BG",110.28
53188,2076532,"1RC",258.62
53190,2076532,"2DO",0
53221,2076621,"3VI",2936.2
53255,2076547,"4BG",0
53295,2189063,"1RC",1172
53296,2189063,"2DO",287.94
53340,2180256,"4BG",332.01
53371,2065823,"1RC",-823.61
53433,98717,"1RC",18.23
53438,2122459,"4BG",408.4
53451,2101037,"4BG",0
53452,2101227,"4BG",115.02
53456,2101037,"4BG",583.11
53469,2101179,"4BG",221.49
53471,2101195,"1RC",1172
53476,2153357,"4BG",364.89
53489,79346,"4BG",383.09
53502,2180114,"1RC",-739.24
53541,2196029,"1RC",547.31
53542,2198190,"4BG",293.64
53545,2091340,"1RC",1172
53546,2091340,"2DO",242.37
53553,2057918,"1RC",64.97
53571,2198190,"2DO",3360.39
53621,62907,"4BG",248.27
53624,2113499,"4BG",98.35
53640,2104315,"2DO",4931.53
53642,2074350,"1RC",-808.84
53648,2106481,"1RC",1350.27
53658,2104315,"4BG",260.72
53686,64694,"1RC",-562.03
53688,2064708,"2DO",0
53689,2064708,"3VI",447.73
53690,2064708,"4BG",0
53703,2206087,"4BG",246.36
53712,2062862,"2DO",232.07
53752,2099805,"4BG",158.18
53754,2090215,"1RC",1313.14
53763,2049159,"2DO",3446.39
53778,2090215,"4BG",444.21
53793,2123670,"1RC",1172
53794,2123670,"2DO",0
53797,64694,"2DO",-1128.12
53818,2099765,"4BG",671.78
53820,88064,"2DO",452.54
53829,2090324,"1RC",1172
53830,2090324,"2DO",0
53850,2090232,"4BG",492.15
53851,2123697,"4BG",68.41
53886,98717,"1RC",1128.12
53888,2091993,"1RC",-470.46
53897,98717,"2DO",0
53904,2091988,"4BG",373.31
53908,43729,"1RC",1128.12
53918,2192802,"1RC",1172
53919,2192802,"2DO",0
53940,2087397,"1RC",-1172
53941,2087397,"2DO",2886.62
53972,2051383,"3VI",698.42
53973,2051383,"1RC",-714.05
54009,2051208,"3VI",150.92
54010,2051208,"4BG",12.36
54018,2051208,"1RC",96.05
54020,43729,"2DO",0
54029,2047728,"1RC",-236.98
54033,2051208,"1RC",63.76
54042,2177002,"4BG",101.07
54055,2057818,"4BG",127.78
54061,2057792,"1RC",1172
54065,62583,"1RC",1128.12
54068,2126099,"2DO",348.96
54069,2057751,"1RC",-683.53
54144,2196341,"1RC",-602.41
54194,2136965,"1RC",76.01
54195,2136965,"2DO",128.06
54207,2181107,"2DO",1368.47
54213,2137079,"4BG",246.01
54214,2181039,"4BG",403.06
54261,2210359,"1RC",1172
54310,2114405,"4BG",70.63
54315,2072194,"1RC",1172
54316,2072194,"2DO",0
54333,2072424,"4BG",151.16
54359,2210359,"1RC",1172
54364,2137073,"4BG",501.21
54389,2121588,"4BG",383.25
54393,2210359,"3VI",38.14
54394,2210359,"4BG",102.63
54408,2121511,"2DO",5385.16
54411,2179232,"3VI",170.16
54414,2136965,"1RC",-1172
54452,2210219,"4BG",87.12
54458,2136953,"4BG",157.35
54461,2072424,"1RC",-483.37
54480,2070324,"4BG",144.25
54481,2131679,"1RC",0
54482,2131679,"2DO",1183.66
54487,110059,"4BG",65.94
54521,2047995,"1RC",-154.51
54530,2070053,"3VI",399.01
54532,2070053,"4BG",149.76
54550,2070283,"3VI",23.6
54609,98456,"4BG",128.23
54624,2189070,"4BG",77.11
54661,2049795,"1RC",1172
54662,2049795,"2DO",1173.95
54697,2156647,"1RC",0
54699,2156647,"2DO",4837.15
54710,2069898,"1RC",159.43
54715,2180160,"1RC",1172
54762,2176836,"1RC",1172
54780,2156647,"2DO",9126.46
54787,2164916,"4BG",243.22
54800,2097600,"4BG",321.51
54801,2131403,"1RC",-509.96
54802,2131403,"2DO",76.01
54833,2110890,"4BG",297.52
54860,2097600,"1RC",1172
54861,2097600,"2DO",0
54887,2120554,"3VI",196.63
54888,2120554,"4BG",153.83
54889,2131498,"1RC",1172
54890,2131498,"2DO",0
54906,2056315,"4BG",212.48
54907,2153881,"2DO",266.51
54947,2120554,"4BG",60.8
54949,2056419,"4BG",241.78
55020,98701,"1RC",-0.11
55080,2161691,"4BG",303.77
55086,79063,"1RC",1287.45
55093,2120449,"1RC",586
55094,2120449,"2DO",0
55105,2179970,"2DO",319.1
55106,2179970,"4BG",60.85
55124,2056080,"2DO",1764.55
55136,2179970,"4BG",60.95
55141,2097657,"4BG",261.58
55144,2153814,"1RC",845.3
55145,2153814,"2DO",796.3
55146,2153963,"4BG",0
55156,2168534,"2DO",0
55157,2168534,"3VI",10058.64
55179,2153908,"2DO",232.51
55190,2197051,"1RC",-668.99
55193,2131481,"4BG",0
55217,2115651,"1RC",-311.7
55261,2051935,"4BG",81.33
55285,2051733,"3VI",553.51
55302,2178554,"4BG",454.61
55333,2111272,"1RC",1172
55344,2197414,"4BG",116.41
55345,2051740,"2DO",9476.18
55373,2086883,"1RC",-157.97
55413,2086931,"1RC",1124.71
55445,2050294,"2DO",2140.94
55471,2063490,"1RC",-859.9
55473,2063490,"2DO",2681.83
55492,2063620,"1RC",1172
55497,2063279,"1RC",-855.64
55520,2063610,"1RC",4320.44
55529,2063977,"1RC",-902.83
55554,2123140,"1RC",1172
55555,2123140,"4BG",131.07
55570,87970,"1RC",-17.74
55600,2085832,"1RC",1172
55608,2210602,"1RC",2058.18
55609,2210602,"2DO",5440.51
55638,2054306,"4BG",231.2
55653,2156897,"4BG",44.79
55662,2085716,"1RC",1172
55663,2085716,"2DO",0
55667,2054297,"4BG",387.04
55674,2123084,"2DO",911.29
55691,2048888,"2DO",2110.67
55720,2085716,"4BG",186.61
55722,2129756,"1RC",1172
55725,2211153,"1RC",1229.34
55742,2211572,"2DO",-1477.46
55754,2129769,"1RC",-1064.47
55755,2129769,"2DO",0
55778,2129715,"4BG",395.53
55798,2099531,"1RC",6131.88
55812,2129911,"1RC",0
55820,2105463,"3VI",8516.96
55829,2117233,"4BG",360.93
55841,2082330,"4BG",246.99
55889,2059900,"1RC",-807.37
55899,2065635,"1RC",-746.68
55919,2082434,"1RC",1172
55920,2082434,"2DO",0
55924,2117099,"1RC",-789.94
55943,2065106,"2DO",4035
55948,165836,"1RC",2540.27
55957,2074650,"2DO",923.29
55959,165836,"2DO",0
55960,2117280,"1RC",12004.23
55961,2117280,"2DO",9196.37
55982,2117148,"4BG",226.76
55984,2059900,"2DO",2054.01
55992,160986,"1RC",1128.12
56003,160986,"2DO",1506.04
56008,2086362,"1RC",2885.07
56048,165836,"1RC",-146.27
56059,165836,"2DO",5479.9
56067,2159343,"1RC",1948.22
56068,2159343,"2DO",1060.06
56073,2074504,"1RC",1257.1
56074,2074504,"2DO",616.72
56088,2074371,"3VI",599.56
56109,2117092,"1RC",2854.21
56135,2078110,"3VI",987.9
56143,2078475,"1RC",1563.77
56156,2102545,"1RC",169.47
56171,2102594,"1RC",1172
56172,2102594,"2DO",8869.71
56195,2102527,"1RC",131.75
56199,2156039,"4BG",460.87
56209,2102545,"1RC",98.32
56226,2078110,"3VI",767.33
56239,35125,"1RC",2723.29
56246,2078142,"2DO",1293.35
56248,2078450,"4BG",0
56250,76215,"4BG",530.18
56262,2078281,"1RC",1172
56283,35034,"4BG",207.3
56295,2211172,"1RC",1172
56296,2203844,"1RC",70
56348,2203739,"4BG",439.91
56355,2111548,"2DO",0
56356,2203844,"1RC",527.3
56382,2176592,"1RC",0
56384,2176592,"2DO",451.69
56393,2207987,"1RC",76.01
56420,2183551,"1RC",1172
56421,2183551,"2DO",0
56485,2109280,"1RC",1172
56511,2049584,"2DO",1125.86
56542,2196508,"2DO",0
56575,2124782,"4BG",257.36
56587,2207987,"4BG",463.01
56591,2150485,"1RC",1172
56621,2150527,"1RC",1135.84
56624,2207516,"2DO",5215.25
56627,35034,"1RC",0
56628,2176568,"4BG",77.11
56638,35034,"2DO",3441.79
56669,2124931,"1RC",1172
56670,2124931,"4BG",298.75
56673,2096747,"4BG",593.01
56693,2116101,"4BG",262.34
56739,2116011,"1RC",-196.28
56762,2135072,"4BG",725.59
56766,2193563,"1RC",1172
56767,2193563,"2DO",1183
56782,76360,"1RC",745.82
56787,2116174,"1RC",1172
56788,2116174,"2DO",1778.5
56800,2200843,"4BG",152.54
56814,2116037,"4BG",94.01
56827,165930,"1RC",-501.29
56845,2116311,"4BG",340.3
56864,2135100,"4BG",308.95
56871,76188,"1RC",700.67
56872,2116049,"4BG",105.86
56884,2116197,"2DO",1117
56893,75858,"2DO",0
56898,2116049,"2DO",31
56899,2116049,"3VI",475.86
56926,2089976,"4BG",336.4
56931,2071458,"4BG",190.06
56956,2116197,"2DO",658.69
56957,2116197,"3VI",388
56958,2116197,"4BG",77.89
56993,101645,"4BG",646.36
56997,2064664,"4BG",576.4
56998,2106453,"1RC",3172
57007,2064692,"1RC",-669.72
57016,35091,"1RC",-116.65
57022,2064546,"4BG",340.49
57025,2106441,"1RC",71.1
57041,2106453,"1RC",0
57063,2196172,"1RC",0
57077,2080160,"3VI",1148.95
57092,2101322,"4BG",125.4
57094,2080475,"4BG",362.27
57108,2080348,"4BG",89.53
57138,165930,"1RC",25471.5
57146,2080204,"1RC",2282
57147,2080204,"2DO",1165.37
57149,165930,"2DO",22233.65
57164,2080302,"4BG",62.71
57173,2080334,"1RC",186.27
57174,2080334,"2DO",0
57184,2151760,"1RC",1351.62
57185,2151760,"2DO",625
57193,167800,"1RC",65.64
57196,2098770,"4BG",569.54
57213,2119257,"1RC",1172
57214,2119257,"2DO",2597.95
57222,2177091,"1RC",730.26
57234,2112149,"4BG",159.53
57237,23891,"1RC",803.14
57252,2185836,"4BG",419.94
57255,2048731,"1RC",4367.81
57283,2112156,"2DO",1475.2
57287,2184553,"1RC",-1060.99
57288,2184553,"2DO",0
57291,2184068,"4BG",166.27
57292,2051988,"1RC",1172
57324,2119381,"1RC",1172
57325,2119381,"2DO",0
57326,163275,"1RC",-205.01
57332,2184068,"1RC",87.6
57337,163275,"2DO",274.41
57339,2205633,"4BG",72.48
57340,2179637,"1RC",0
57358,2191110,"2DO",600.79
57457,2062020,"4BG",63.82
57458,2061980,"1RC",1172
57490,2112349,"2DO",1838.16
57491,2112349,"3VI",0
57494,35131,"3VI",528.13
57541,2112349,"4BG",421.5
57543,2112372,"3VI",2141
57547,2118519,"1RC",106.48
57556,2118519,"4BG",426.19
57579,2118682,"1RC",1172
57580,2118682,"2DO",0
57581,2062001,"1RC",1172
57640,2139678,"4BG",69.12
57669,2122759,"4BG",214.87
57689,2209187,"2DO",310.22
57691,2092876,"1RC",433.54
57702,2054970,"4BG",238.49
57714,2054970,"1RC",1172
57716,101649,"1RC",1128.12
57727,101649,"2DO",0
57728,2122883,"1RC",1990.16
57750,2122670,"2DO",723.97
57751,2147998,"1RC",1172
57764,2197139,"1RC",1289.46
57765,2197139,"2DO",0
57788,2210570,"4BG",240.9
57791,2110125,"4BG",308.63
57837,2133366,"1RC",9242.41
57841,2104433,"4BG",219.04
57862,2201340,"2DO",74
57906,2104439,"4BG",154.65
57913,2133284,"4BG",137.96
57928,2189982,"1RC",-605.49
57934,2133594,"4BG",40
57950,2060859,"1RC",1172
57951,2060859,"4BG",150.92
57964,2104494,"4BG",204.82
57970,2133383,"2DO",1526.73
57991,2102186,"1RC",1172
58000,2211741,"4BG",328.66
58048,2073388,"1RC",4100
58050,2073388,"2DO",771.07
58054,2208754,"1RC",-921.92
58059,2093258,"4BG",347.64
58068,2093163,"1RC",-46.47
58070,2210607,"2DO",821.01
58078,2212047,"1RC",1172
58079,2212047,"2DO",2396.06
58085,2212047,"1RC",2206.73
58087,2093225,"4BG",261.3
58116,2142029,"1RC",1172
58119,2105071,"1RC",251.36
58138,67610,"1RC",1549.86
58145,2072554,"1RC",-673.6
58146,2046115,"2DO",272
58176,2105055,"1RC",348.19
58196,2181317,"2DO",601.2
58199,2072817,"4BG",357.18
58203,2180239,"2DO",1315.52
58246,2130888,"2DO",1165.83
58247,2099025,"1RC",-97.32
58251,2130888,"4BG",69
58308,2130888,"2DO",532.77
58335,2072708,"4BG",302.96
58343,2046574,"4BG",122.7
58347,2072634,"4BG",97.98
58359,2072634,"3VI",850.28
58380,2105144,"4BG",267.82
58425,2080735,"4BG",307.38
58440,2080864,"1RC",0
58469,2080727,"1RC",1172
58479,2182401,"4BG",562.63
58501,2187131,"4BG",91.46
58506,2083458,"1RC",798.05
58513,2083458,"1RC",0
58515,2083454,"4BG",316.02
58611,2116696,"4BG",624.98
58626,67488,"1RC",1128.12
58637,67488,"2DO",975.7
58658,2071838,"1RC",2926.38
58660,2071838,"2DO",68.6
58671,2205192,"1RC",1172
58672,2205192,"2DO",0
58691,2071838,"4BG",210.53
58692,2152489,"2DO",983.16
58694,2128848,"4BG",155
58712,2184233,"4BG",256.89
58747,2098717,"4BG",215.12
58770,67476,"1RC",1128.12
58778,2113234,"4BG",302.74
58780,2071754,"1RC",1172
58781,67476,"2DO",0
58785,2116692,"4BG",381.39
58810,2178201,"1RC",1756.19
58811,2178201,"2DO",75.1
58881,2162880,"2DO",355
58892,2163076,"1RC",1172
58897,2116696,"1RC",1880.26
58898,2193487,"1RC",2672
58899,2193487,"2DO",1505.61
58920,2065663,"1RC",1172
58921,2065663,"2DO",0
58932,2093823,"1RC",1781.99
58940,2047295,"1RC",1172
58941,2047295,"2DO",0
58967,2187084,"1RC",4527.01
58968,2187084,"2DO",1335.17
58970,2187084,"5CO",0
58973,2065645,"1RC",1172
58974,2065645,"2DO",1242.8
58990,2127568,"2DO",6107.95
58999,2067049,"2DO",921.17
59000,2066894,"4BG",126.12
59011,2193045,"1RC",1824.75
59012,2193045,"2DO",0
59035,2189648,"1RC",-38.36
59070,2066929,"1RC",1205.62
59071,2066941,"4BG",240.4
59078,2206669,"4BG",306.4
59089,2211157,"1RC",-557.26
59094,2118934,"1RC",76.06
59095,2118934,"1RC",1172
59096,2118934,"2DO",0
59134,2177456,"2DO",1931.51
59137,2183124,"1RC",586
59146,2177456,"4BG",90.38
59177,2067101,"4BG",384.96
59196,2050672,"4BG",331.65
59200,2187619,"1RC",0
59209,2184730,"4BG",284.91
59215,2189562,"4BG",162.98
59224,22889,"1RC",1128.12
59228,2197748,"1RC",1172
59231,2053424,"4BG",464.81
59236,22889,"2DO",1262.27
59260,2053375,"1RC",1172
59261,2053375,"4BG",0
59286,2188398,"3VI",941.55
59291,159196,"3VI",529.32
59327,2064913,"4BG",137.18
59331,2131120,"1RC",540.66
59356,2064834,"4BG",429.2
59360,2131150,"2DO",84.92
59367,2064838,"2DO",1657.83
59374,2207863,"2DO",1377.18
59378,2064883,"2DO",1994.75
59383,2188420,"2DO",72.95
59384,2188420,"3VI",577.83
59391,173316,"2DO",5043.08
59393,2064913,"4BG",318.94
59394,2122093,"4BG",188.42
59396,2064932,"1RC",-219.96
59405,2208839,"4BG",77.11
59421,2064922,"4BG",44.96
59426,2131077,"1RC",0
59449,2050848,"2DO",1021.69
59471,2064935,"2DO",842.53
59493,2066568,"2DO",984.9
59535,115110,"1RC",-999.98
59536,2137420,"1RC",-910.68
59537,2137378,"1RC",586
59538,2137378,"2DO",0
59543,2207645,"2DO",3502.9
59544,2137258,"1RC",3263.88
59545,2137258,"2DO",116.61
59556,2098425,"4BG",168.5
59557,75792,"1RC",0
59568,95918,"2DO",665.73
59596,2098439,"1RC",-455.93
59605,2079804,"1RC",-102.39
59618,2098425,"1RC",0
59619,2098425,"2DO",617.66
59623,2137228,"1RC",-606.39
59642,2114634,"1RC",-717.72
59651,2137378,"1RC",-550.51
59679,2114713,"2DO",813.61
59708,2137385,"4BG",442.54
59737,2114546,"1RC",76.5
59755,2066542,"4BG",193.36
59763,2158936,"4BG",77.11
59764,2158936,"4BG",73.75
59765,2126415,"1RC",0
59774,2079739,"1RC",0
59775,2126398,"1RC",4308.77
59781,2126487,"3VI",0
59782,2126487,"4BG",126.54
59799,2167452,"1RC",1172
59800,2167452,"2DO",1563.72
59808,2079669,"4BG",185.25
59818,2158936,"4BG",73.75
59871,2193478,"1RC",1172
59872,2193478,"2DO",939.91
59907,2201836,"4BG",312.93
59916,2088504,"4BG",77.11
59938,2088421,"1RC",1172
59939,2088421,"4BG",182.51
59947,154842,"1RC",84.33
59948,2188310,"1RC",1607.5
59950,2188990,"4BG",294.06
59958,154842,"2DO",616.97
59960,2088422,"1RC",1578.23
59981,2114595,"4BG",77.11
60008,2191407,"2DO",85.95
60009,2191407,"3VI",1779
60012,2196260,"4BG",267.56
60041,2108244,"1RC",74.15
60045,2054352,"1RC",-29.88
60075,2182793,"4BG",227.41
60134,2117712,"4BG",247.33
60168,2117712,"4BG",808.4
60176,2054797,"2DO",178.61
60190,2087123,"4BG",191.12
60215,2054815,"1RC",5763.62
60216,2054815,"2DO",74.35
60231,2117712,"1RC",1172
60244,2108570,"1RC",790.88
60282,2108639,"1RC",149.38
60283,2203550,"4BG",304.2
60340,2124057,"4BG",516.66
60344,2124072,"1RC",1172
60345,2124072,"2DO",0
60350,2192561,"1RC",1172
60353,2119678,"4BG",219.45
60359,2146991,"4BG",183.39
60364,2194029,"4BG",197.32
60392,2194029,"1RC",375.99
60443,2150147,"2DO",3224.77
60467,2147208,"2DO",2983.95
60489,2147093,"1RC",586
60490,2147093,"2DO",0
60494,2150241,"1RC",-566.05
60515,2054184,"4BG",325.57
60518,2054136,"4BG",74.15
60543,2089514,"4BG",555.97
60557,115178,"1RC",1128.12
60566,2054095,"1RC",-750.75
60572,2095321,"4BG",270.45
60593,2095190,"1RC",158.32
60618,2109429,"1RC",784.58
60619,2109429,"2DO",1239.01
60623,2077404,"1RC",1172
60625,2077404,"2DO",0
60630,2109429,"4BG",268.29
60657,75694,"4BG",203.84
60674,2165506,"4BG",68.16
60688,2165506,"1RC",1357.34
60689,2165506,"2DO",0
60750,2077666,"1RC",1172
60754,2212449,"1RC",1172
60762,2070804,"2DO",1216.75
60803,162896,"1RC",1128.12
60814,162896,"2DO",2056.31
60831,2097885,"4BG",360.45
60850,2070741,"1RC",167.28
60880,115186,"4BG",125.3
60901,2149356,"4BG",472.05
60902,134678,"1RC",341.66
60908,2070817,"3VI",365.78
60933,2201016,"4BG",347.96
60935,2205165,"4BG",86.5
60937,2192828,"4BG",264.65
60980,75680,"2DO",11315.01
61013,134678,"2DO",-291.82
61025,169143,"1RC",-294.68
61028,2183403,"1RC",1172
61029,2183403,"2DO",0
61030,2199564,"4BG",129.41
61032,2205657,"1RC",52.17
61039,2109662,"2DO",241.45
61063,2147746,"1RC",-47.88
61102,177984,"1RC",1220.38
61108,2050708,"1RC",-472.74
61113,177984,"2DO",2238.61
61127,2206854,"1RC",0
61128,2206854,"2DO",63.86
61135,2094040,"4BG",147.97
61140,2198745,"2DO",2275.66
61147,176823,"2DO",4457.26
61154,2067520,"4BG",134.07
61157,107133,"4BG",37.96
61189,2067638,"4BG",518.77
61210,2068037,"4BG",223.36
61222,2127101,"4BG",378.18
61242,2132602,"1RC",85.65
61269,2211636,"1RC",79.79
61270,2068077,"4BG",107.07
61342,2177487,"2DO",0
61343,2208705,"1RC",2768
61349,2199945,"1RC",0
61383,2067929,"4BG",571.03
61398,2182467,"4BG",321.58
61432,2178015,"4BG",481.27
61440,2191679,"2DO",1454.49
61459,2164200,"1RC",434.07
61464,2068013,"4BG",471.55
61483,2194006,"1RC",1172
61484,2194006,"2DO",2785.5
61492,2127078,"4BG",414.4
61586,2067261,"1RC",931.59
61587,2067261,"2DO",328.09
61600,2068037,"3VI",741.66
61607,2211636,"4BG",311.28
61619,2049367,"4BG",250.11
61643,2177828,"4BG",402.26
61658,2082722,"4BG",197.94
61661,2082774,"1RC",0
61662,2082774,"2DO",0
61663,2082754,"1RC",1172
61664,2082754,"2DO",0
61672,2082754,"4BG",458.13
61684,2115587,"1RC",0
61685,2082722,"4BG",548.61
61691,2082774,"4BG",497.65
61695,2082637,"4BG",246.26
61713,2075668,"1RC",1847.03
61714,2132379,"1RC",-156.87
61740,2106851,"1RC",0
61741,2106851,"2DO",1795.2
61756,171568,"2DO",1195.17
61759,2130312,"1RC",-725.76
61763,2087333,"4BG",270.5
61777,2081347,"1RC",73.18
61779,2081347,"2DO",396.26
61804,2132476,"2DO",2478.68
61810,2081347,"2DO",1117.79
61816,2075668,"3VI",6848.52
61817,2130440,"1RC",1115.47
61818,2130440,"2DO",-1172
61888,2160561,"3VI",1790.03
61892,2081504,"1RC",80.8
61900,2160552,"3VI",282.68
61910,2160561,"2DO",8861.27
61923,2066785,"4BG",646.3
61962,2183306,"4BG",204.1
62019,2093633,"4BG",222.19
62029,2056875,"1RC",5659.32
62050,2104818,"4BG",368.62
62070,2104717,"1RC",-661.7
62073,2204437,"1RC",0
62083,2204437,"1RC",-594.67
62088,88727,"3VI",301.91
62100,2057020,"3VI",1426.52
62101,2047390,"2DO",0
62102,2047390,"3VI",359.73
62108,2208847,"4BG",104.48
62120,2191707,"1RC",1172
62123,2191707,"2DO",0
62141,2190727,"1RC",77.5
62143,2109126,"4BG",41.6
62169,2047157,"4BG",229.06
62191,2109137,"4BG",433.79
62206,2191776,"4BG",73.6
62234,2114049,"4BG",464.23
62324,2059115,"4BG",247.33
62326,2181593,"3VI",1059
62339,2201343,"4BG",168.56
62354,2058965,"1RC",389.87
62360,2136842,"1RC",1172
62361,2136842,"2DO",4703.06
62384,2059608,"2DO",729.94
62387,2059285,"4BG",389.41
62406,2104912,"4BG",129.76
62409,2059608,"4BG",279.1
62413,2181629,"2DO",1792.76
62424,2203584,"1RC",1032.14
62446,2104999,"1RC",1172
62450,2059351,"4BG",270.52
62463,2110377,"4BG",507.05
62523,2196310,"4BG",410.13
62525,2149029,"4BG",489.17
62540,2104941,"4BG",229.34
62544,2110318,"1RC",1172
62545,2110318,"2DO",1629.73
62560,2059358,"1RC",-864.78
62561,2181615,"1RC",-713.07
62578,2059520,"1RC",1952.24
62579,2059520,"2DO",208.3
62583,2125908,"4BG",496.15
62590,2136833,"4BG",241.22
62606,2185258,"4BG",342.75
62608,2183485,"4BG",237.78
62611,2199280,"3VI",625.11
62612,2155016,"4BG",396.23
62625,2155073,"1RC",-598.76
62636,2110318,"4BG",758.46
62644,2185258,"2DO",499.36
62651,2188435,"1RC",-228.28
62652,2125818,"1RC",3556.57
62653,2125818,"2DO",1949.8
62666,2169108,"1RC",-826.35
62688,71973,"1RC",-145.22
62696,2110314,"4BG",232.2
62698,2125924,"4BG",596.73
62709,2164066,"1RC",-232.54
62717,2125908,"1RC",1610.39
62718,2125908,"2DO",1458.44
62730,2155016,"4BG",526.52
62732,88565,"2DO",747.09
62744,2169124,"3VI",8775
62790,2107270,"2DO",422.45
62791,2107270,"3VI",0
62851,2196946,"4BG",113.15
62858,2068770,"1RC",1172
62865,88565,"2DO",1606.35
62869,2068150,"4BG",120
62901,2186214,"2DO",317.63
62912,2186214,"4BG",295.39
63000,2181263,"3VI",181.48
63070,2108810,"1RC",76.22
63079,2199873,"3VI",213.29
63117,2061683,"1RC",1172
63123,2108814,"1RC",-1824.8
63192,2200962,"1RC",0
63203,2160409,"1RC",-122.32
63213,2160409,"1RC",721.98
63250,88668,"4BG",485.42
63255,2077298,"2DO",395.78
63259,2107112,"1RC",586
63285,2107000,"1RC",-506.14
63329,2061440,"4BG",203.82
63338,139473,"2DO",2988.91
63344,2061385,"4BG",237.72
63365,2055675,"4BG",1271.92
63375,2192765,"4BG",239.53
63377,2050539,"2DO",514.1
63389,2180971,"1RC",-440.1
63392,2120715,"1RC",2560.97
63407,2201493,"4BG",327.11
63409,2192386,"4BG",278.61
63416,92306,"1RC",1128.12
63427,92306,"2DO",1232.14
63455,2050663,"1RC",-474.1
